,area,subarea,name,condition,cylinders,drive,fuel,odometer,paintcolor,size,transmission,type,dealer,price,lnprice,year,age,lnodometer,LE,XLE,SE,cond_excellent,cond_good,cond_likenew,cylind6,agesq,agecu,odometersq
408,los angeles,San Fernando,2005 toyota camry,Missing,Missing,Missing,gas,14.38425159454346,,,automatic,Missing,0,1000,6.9077554,2005,13,2.6661339,0,0,0,0,0,0,0,169,2197,206.9066939351261
409,los angeles,LA san gabriel,2010 TOYOTA CAMRY,good,4 cylinders,Missing,gas,16.0,,,automatic,Missing,0,5500,8.6125031,2010,8,2.7725887,0,0,0,0,1,0,0,64,512,256.0
413,los angeles,LA westside-southbay,2000 toyota camry solara,Missing,6 cylinders,fwd,gas,25.6,white,,automatic,coupe,0,500,6.2146082,2000,18,3.2425923,0,0,0,0,0,0,1,324,5832,655.3600000000001
414,los angeles,central LA,2012 Toyota Camry,like new,4 cylinders,fwd,gas,8.304973602294922,,,automatic,Missing,0,3300,8.1016779,2012,6,2.1168547,0,0,0,0,0,1,0,36,216,68.97258653481549
415,los angeles,LA san gabriel,2004 toyota camry xle,Missing,Missing,Missing,gas,11.325,,,automatic,Missing,1,3799,8.2424936,2004,14,2.4270127,0,1,0,0,0,0,0,196,2744,128.25562499999998
416,los angeles,LA westside-southbay,2007 toyota camry,like new,4 cylinders,Missing,gas,12.4,silver,compact,automatic,sedan,0,6990,8.8522358,2007,11,2.5176964,0,0,0,0,0,1,0,121,1331,153.76000000000002
417,los angeles,LA long beach,2001 Toyota Camry,excellent,4 cylinders,fwd,gas,22.5,custom,,automatic,sedan,0,1600,7.377759,2001,17,3.1135154,0,0,0,1,0,0,0,289,4913,506.25
418,los angeles,central LA,2015 Toyota Camry SE,like new,4 cylinders,fwd,gas,11.5629,,compact,automatic,sedan,0,11400,9.3413687,2015,3,2.4478016,0,0,1,0,0,1,0,9,27,133.70065641000002
419,los angeles,LA san gabriel,2007 toyota camry le,excellent,4 cylinders,fwd,gas,10.4,white,full-size,automatic,sedan,0,7000,8.8536654,2007,11,2.3418057,1,0,0,1,0,0,0,121,1331,108.16000000000001
420,los angeles,San Fernando,1997 toyota camry,good,4 cylinders,fwd,gas,18.7007999420166,black,mid-size,automatic,sedan,0,1000,6.9077554,1997,21,2.9285662,0,0,0,0,1,0,0,441,9261,349.7199184713281
421,los angeles,central LA,1998 toyota camry,good,4 cylinders,fwd,gas,15.8,green,compact,automatic,sedan,0,3000,8.0063677,1998,20,2.76001,0,0,0,0,1,0,0,400,8000,249.64000000000001
422,los angeles,LA westside-southbay,2006 toyota camry solara,like new,6 cylinders,Missing,gas,16.4,,,automatic,coupe,0,3850,8.2558289,2006,12,2.7972813,0,0,0,0,0,1,1,144,1728,268.96
423,los angeles,LA westside-southbay,2007 toyota camry solara convertible,good,6 cylinders,Missing,gas,12.0,grey,mid-size,automatic,convertible,0,5000,8.5171928,2007,11,2.4849067,0,0,0,0,1,0,1,121,1331,144.0
424,los angeles,LA san gabriel,2015 Toyota Camry LE,good,4 cylinders,fwd,gas,4.4,white,mid-size,automatic,sedan,1,12888,9.4640522,2015,3,1.4816046,1,0,0,0,1,0,0,9,27,19.360000000000003
425,los angeles,LA long beach,2000 Toyota Camry LE,excellent,4 cylinders,fwd,gas,18.6528,,mid-size,automatic,sedan,0,2599,7.8628821,2000,18,2.9259963,1,0,0,1,0,0,0,324,5832,347.92694783999997
426,los angeles,LA westside-southbay,2001 Toyota Camry,good,4 cylinders,Missing,gas,13.5,,,automatic,Missing,0,2400,7.7832241,2001,17,2.6026897,0,0,0,0,1,0,0,289,4913,182.25
427,los angeles,San Fernando,2007 toyota camry,excellent,4 cylinders,Missing,gas,11.8,,,automatic,Missing,0,5900,8.6827078,2007,11,2.4680996,0,0,0,1,0,0,0,121,1331,139.24
428,los angeles,LA westside-southbay,1997 Toyota camry,good,4 cylinders,fwd,gas,19.756,green,compact,automatic,coupe,0,1500,7.3132205,1997,21,2.9834573,0,0,0,0,1,0,0,441,9261,390.299536
429,los angeles,LA san gabriel,2015 TOYOTA CAMRY,Missing,Missing,fwd,gas,5.5096,,,automatic,sedan,1,14988,9.6150055,2015,3,1.7064921,0,0,0,0,0,0,0,9,27,30.355692159999997
430,los angeles,LA long beach,2014 toyota camry le 4dr sedan,Missing,Missing,Missing,gas,4.791686534881592,,,automatic,Missing,0,9000,9.1049795,2014,4,1.5668825,1,0,1,0,0,0,0,16,64,22.960259848565556
431,los angeles,LA san gabriel,2016 Toyota Camry LE,excellent,4 cylinders,Missing,gas,4.249044418334961,,,automatic,Missing,0,15800,9.6677656,2016,2,1.4466941,1,0,0,1,0,0,0,4,8,18.054378468983487
432,los angeles,LA westside-southbay,2017 toyota camry se,like new,4 cylinders,fwd,gas,0.5,grey,full-size,automatic,sedan,0,18500,9.8255262,2017,1,-0.69314718,0,0,1,0,0,1,0,1,1,0.25
435,los angeles,San Fernando,2010 toyota camry le 4dr sedan,good,4 cylinders,fwd,gas,15.3,white,full-size,automatic,sedan,0,6500,8.7795572,2010,8,2.7278528,1,0,1,0,1,0,0,64,512,234.09000000000003
436,los angeles,LA san gabriel,2007 Toyota camry,Missing,Missing,Missing,gas,11.8,,,automatic,Missing,0,8300,9.0240107,2007,11,2.4680996,0,0,0,0,0,0,0,121,1331,139.24
437,los angeles,central LA,1993 toyota camry,Missing,Missing,Missing,gas,21.91666603088379,,,automatic,Missing,0,950,6.856462,1993,25,3.0872474,0,0,0,0,0,0,0,625,15625,480.3402499092954
439,los angeles,central LA,2004 toyota camry solara,Missing,4 cylinders,fwd,gas,23.9,red,full-size,automatic,coupe,0,2395,7.7811384,2004,14,3.1738784,0,0,0,0,0,0,0,196,2744,571.2099999999999
440,los angeles,LA long beach,2008 toyota camry le 4dr sedan,good,4 cylinders,Missing,gas,9.8,black,,automatic,Missing,0,5100,8.5369959,2008,10,2.2823825,1,0,1,0,1,0,0,100,1000,96.04000000000002
443,los angeles,central LA,2006 Toyota  camry,good,4 cylinders,fwd,gas,13.1,white,compact,automatic,sedan,0,3200,8.0709057,2006,12,2.5726123,0,0,0,0,1,0,0,144,1728,171.60999999999999
445,los angeles,LA san gabriel,2005 toyota camry,Missing,Missing,Missing,gas,14.38425159454346,,,automatic,Missing,0,4500,8.4118328,2005,13,2.6661339,0,0,0,0,0,0,0,169,2197,206.9066939351261
446,los angeles,San Fernando,2003 toyota camry,Missing,Missing,Missing,gas,13.2,,,automatic,Missing,0,3700,8.2160883,2003,15,2.5802169,0,0,0,0,0,0,0,225,3375,174.23999999999998
447,los angeles,San Fernando,1999 Toyota camry,good,4 cylinders,rwd,gas,20.5,brown,compact,automatic,coupe,0,1000,6.9077554,1999,19,3.0204248,0,0,0,0,1,0,0,361,6859,420.25
448,los angeles,LA westside-southbay,2003 Toyota CAMRY XLE,Missing,Missing,Missing,gas,6.7,white,,automatic,Missing,0,1150,7.0475173,2003,15,1.9021075,0,1,0,0,0,0,0,225,3375,44.89
450,los angeles,central LA,2012 toyota camry,like new,4 cylinders,Missing,gas,8.304973602294922,black,,automatic,sedan,0,3115,8.0439844,2012,6,2.1168547,0,0,0,0,0,1,0,36,216,68.97258653481549
451,los angeles,central LA,2003 toyota camry,Missing,6 cylinders,fwd,gas,14.08167171478271,black,,automatic,sedan,0,2500,7.8240461,2003,15,2.6448741,0,0,0,0,0,0,1,225,3375,198.29347828291142
452,los angeles,San Fernando,2015 Toyota Camry,Missing,4 cylinders,fwd,gas,3.4566,grey,,automatic,sedan,1,15995,9.6800318,2015,3,1.2402854,0,0,0,0,0,0,0,9,27,11.948083559999999
453,los angeles,LA long beach,2015 toyota camry le 4dr sedan,Missing,Missing,Missing,gas,4.963212966918945,,,automatic,Missing,0,10800,9.2873011,2015,3,1.6020533,1,0,1,0,0,0,0,9,27,24.63348295499236
454,los angeles,LA westside-southbay,2005 Toyota Camry XLE,good,4 cylinders,fwd,gas,14.5741,grey,mid-size,automatic,Missing,0,5900,8.6827078,2005,13,2.6792459,0,1,0,0,1,0,0,169,2197,212.40439081
455,los angeles,LA long beach,2014 toyota camry le 4dr sedan,Missing,Missing,Missing,gas,4.791686534881592,,,automatic,Missing,0,9900,9.2002897,2014,4,1.5668825,1,0,1,0,0,0,0,16,64,22.960259848565556
456,los angeles,LA san gabriel,2012 toyota camry,excellent,4 cylinders,fwd,gas,8.304973602294922,,,automatic,sedan,0,3190,8.0677757,2012,6,2.1168547,0,0,0,1,0,0,0,36,216,68.97258653481549
458,los angeles,central LA,2001 toyota camry,Missing,Missing,Missing,gas,16.20146942138672,,,automatic,Missing,0,1400,7.2442274,2001,17,2.7851019,0,0,0,0,0,0,0,289,4913,262.4876114121289
459,los angeles,central LA,2002 toyota camry,good,4 cylinders,Missing,gas,13.045,,,automatic,Missing,0,2700,7.9010072,2002,16,2.5684049,0,0,0,0,1,0,0,256,4096,170.172025
460,los angeles,LA westside-southbay,1999 toyota camry,excellent,4 cylinders,fwd,gas,17.01991844177246,,,automatic,Missing,0,500,6.2146082,1999,19,2.8343844,0,0,0,1,0,0,0,361,6859,289.6776237645863
461,los angeles,LA san gabriel,2011 toyota camry le 4dr sedan,good,4 cylinders,fwd,gas,5.0212,silver,full-size,automatic,sedan,0,9600,9.1695185,2011,7,1.6136689,1,0,1,0,1,0,0,49,343,25.212449440000004
462,los angeles,San Fernando,2003 toyota camry le,excellent,4 cylinders,fwd,gas,19.5211,blue,full-size,automatic,sedan,0,2400,7.7832241,2003,15,2.9714959,1,0,0,1,0,0,0,225,3375,381.07334521
463,los angeles,LA long beach,1998 toyota camry le,Missing,Missing,Missing,gas,16.82425880432129,,,automatic,Missing,0,2200,7.6962128,1998,20,2.8228219,1,0,0,0,0,0,0,400,8000,283.0556843147824
464,los angeles,San Fernando,2015 Toyota Camry,Missing,4 cylinders,fwd,gas,3.6072,white,,automatic,sedan,1,15995,9.6800318,2015,3,1.2829318,0,0,0,0,0,0,0,9,27,13.01189184
467,los angeles,,2004 Toyota Camry,like new,6 cylinders,fwd,gas,21.7337,custom,,automatic,sedan,1,3900,8.2687321,2004,14,3.0788641,0,0,0,0,0,1,1,196,2744,472.35371568999994
469,los angeles,San Fernando,2003 toyota camry,excellent,4 cylinders,Missing,gas,13.2,,,automatic,Missing,0,3700,8.2160883,2003,15,2.5802169,0,0,0,1,0,0,0,225,3375,174.23999999999998
470,los angeles,LA westside-southbay,2003 Toyota Camry Xle,Missing,Missing,Missing,gas,14.08167171478271,,,automatic,Missing,0,1100,7.0030656,2003,15,2.6448741,0,0,0,0,0,0,0,225,3375,198.29347828291142
471,los angeles,San Fernando,2009 Toyota camry SE,like new,4 cylinders,Missing,gas,11.7,,,automatic,Missing,0,7900,8.974618,2009,9,2.4595888,0,0,1,0,0,1,0,81,729,136.89
472,los angeles,central LA,2009 toyota camry le,like new,4 cylinders,Missing,gas,12.8708,grey,full-size,automatic,sedan,0,6500,8.7795572,2009,9,2.5549612,1,0,0,0,0,1,0,81,729,165.65749264
473,los angeles,LA san gabriel,2009 toyota camry se,excellent,4 cylinders,fwd,gas,16.45036315917969,black,,automatic,Missing,0,1502,7.3145528,2009,9,2.8003476,0,0,1,1,0,0,0,81,729,270.6144480688964
474,los angeles,LA westside-southbay,1991 toyota camry,Missing,Missing,Missing,gas,15.3,,,automatic,wagon,0,2750,7.9193563,1991,27,2.7278528,0,0,0,0,0,0,0,729,19683,234.09000000000003
475,los angeles,central LA,2004 toyota camry solara,Missing,Missing,Missing,gas,20.1038,,,automatic,Missing,0,2000,7.6009026,2004,14,3.0009089,0,0,0,0,0,0,0,196,2744,404.16277443999996
476,los angeles,San Fernando,2005 Toyota Camry LE,good,4 cylinders,Missing,gas,12.1,white,,automatic,Missing,0,4500,8.4118328,2005,13,2.4932055,1,0,0,0,1,0,0,169,2197,146.41
477,los angeles,central LA,2007 toyota camry,excellent,4 cylinders,Missing,gas,12.0,white,,automatic,sedan,0,5300,8.5754623,2007,11,2.4849067,0,0,0,1,0,0,0,121,1331,144.0
478,los angeles,LA long beach,2016 toyota camry le 4dr sedan,Missing,Missing,Missing,gas,4.249044418334961,,,automatic,Missing,0,11000,9.3056507,2016,2,1.4466941,1,0,1,0,0,0,0,4,8,18.054378468983487
479,los angeles,San Fernando,2011 Toyota Camry,excellent,4 cylinders,Missing,gas,7.9,,,automatic,Missing,0,8500,9.047821,2011,7,2.0668628,0,0,0,1,0,0,0,49,343,62.410000000000004
481,los angeles,LA san gabriel,2012 Toyota Camry se,Missing,4 cylinders,Missing,gas,8.304973602294922,,,automatic,Missing,0,7500,8.922658,2012,6,2.1168547,0,0,1,0,0,0,0,36,216,68.97258653481549
482,los angeles,LA long beach,2009 toyota camry le,Missing,Missing,Missing,gas,16.45036315917969,,,automatic,Missing,0,6000,8.6995144,2009,9,2.8003476,1,0,0,0,0,0,0,81,729,270.6144480688964
484,los angeles,LA long beach,2004 toyota camry,Missing,Missing,Missing,gas,18.0,,,automatic,Missing,0,3950,8.2814713,2004,14,2.8903718,0,0,0,0,0,0,0,196,2744,324.0
485,los angeles,central LA,2008 toyota camry le,Missing,Missing,Missing,gas,12.54811191558838,,,automatic,Missing,0,4500,8.4118328,2008,10,2.5295701,1,0,0,0,0,0,0,100,1000,157.4551126461311
486,los angeles,central LA,2004 Toyota Camry,Missing,4 cylinders,Missing,gas,19.4324,blue,,automatic,sedan,0,2900,7.972466,2004,14,2.9669418,0,0,0,0,0,0,0,196,2744,377.61816976000006
487,los angeles,San Fernando,2009 toyota camry,good,4 cylinders,Missing,gas,10.0,grey,,automatic,sedan,0,7000,8.8536654,2009,9,2.3025851,0,0,0,0,1,0,0,81,729,100.0
488,los angeles,San Fernando,2003 toyota camry le,Missing,Missing,Missing,gas,14.08167171478271,,,automatic,Missing,0,3600,8.1886892,2003,15,2.6448741,1,0,0,0,0,0,0,225,3375,198.29347828291142
489,los angeles,LA san gabriel,2004 toyota camry,Missing,Missing,Missing,gas,18.0,,,automatic,Missing,0,3950,8.2814713,2004,14,2.8903718,0,0,0,0,0,0,0,196,2744,324.0
490,los angeles,San Fernando,2000 toyota camry,excellent,4 cylinders,Missing,gas,16.83345794677734,brown,full-size,automatic,pickup,0,2700,7.9010072,2000,18,2.8233685,0,0,0,1,0,0,0,324,5832,283.3653064459212
491,los angeles,LA san gabriel,2013 TOYOTA CAMRY LE,like new,4 cylinders,fwd,gas,3.5092,black,full-size,automatic,sedan,0,10500,9.2591305,2013,5,1.2553881,1,0,0,0,0,1,0,25,125,12.31448464
492,los angeles,central LA,2004 Toyota Camry Le FwD 210Hp,excellent,Missing,fwd,gas,15.40804576873779,white,full-size,automatic,sedan,0,1000,6.9077554,2004,14,2.7348897,0,0,0,1,0,0,0,196,2744,237.4078744115185
493,los angeles,San Fernando,2003 toyota camry le,like new,4 cylinders,Missing,gas,3.2,green,compact,automatic,coupe,0,7500,8.922658,2003,15,1.1631508,1,0,0,0,0,1,0,225,3375,10.240000000000002
494,los angeles,LA san gabriel,2008 toyota camry,like new,4 cylinders,Missing,gas,15.3123,silver,,automatic,sedan,0,1600,7.377759,2008,10,2.7286565,0,0,0,0,0,1,0,100,1000,234.46653129
495,los angeles,LA westside-southbay,2006 toyota camry le,Missing,Missing,Missing,gas,12.66718101501465,,,automatic,Missing,0,5950,8.6911469,2006,12,2.5390146,1,0,0,0,0,0,0,144,1728,160.4574748671476
496,los angeles,LA long beach,1998 TOYOTA CAMRY,like new,Missing,Missing,gas,16.0,,,automatic,Missing,0,2200,7.6962128,1998,20,2.7725887,0,0,0,0,0,1,0,400,8000,256.0
497,los angeles,LA san gabriel,2012 Toyota Camry,excellent,4 cylinders,rwd,gas,2.3,white,full-size,automatic,sedan,0,11800,9.3758545,2012,6,0.83290911,0,0,0,1,0,0,0,36,216,5.289999999999999
498,los angeles,LA san gabriel,1998 Toyota Camry LE 4 DR,excellent,4 cylinders,fwd,gas,18.374,brown,mid-size,automatic,sedan,0,2895,7.9707403,1998,20,2.9109366,1,0,0,1,0,0,0,400,8000,337.60387599999996
499,los angeles,LA westside-southbay,2008 Toyota Camry,Missing,6 cylinders,fwd,gas,13.1306,grey,mid-size,automatic,sedan,1,7405,8.9099112,2008,10,2.5749454,0,0,0,0,0,0,1,100,1000,172.41265635999997
500,los angeles,LA san gabriel,2007 Toyota Camry,Missing,Missing,Missing,gas,12.2,,,automatic,Missing,0,6700,8.8098631,2007,11,2.501436,0,0,0,0,0,0,0,121,1331,148.83999999999997
502,los angeles,North LA county,2004 toyota camry,Missing,Missing,Missing,gas,18.0,,,automatic,Missing,0,3950,8.2814713,2004,14,2.8903718,0,0,0,0,0,0,0,196,2744,324.0
503,los angeles,central LA,2003 toyota camry,like new,4 cylinders,Missing,gas,3.2,green,,automatic,Missing,0,7500,8.922658,2003,15,1.1631508,0,0,0,0,0,1,0,225,3375,10.240000000000002
504,los angeles,LA long beach,2004 Toyota Camry SE,excellent,4 cylinders,fwd,gas,11.6,white,,automatic,sedan,0,4700,8.4553175,2004,14,2.451005,0,0,1,1,0,0,0,196,2744,134.56
505,los angeles,central LA,2008 toyota camry,Missing,Missing,Missing,gas,12.54811191558838,,,automatic,Missing,0,4500,8.4118328,2008,10,2.5295701,0,0,0,0,0,0,0,100,1000,157.4551126461311
506,los angeles,central LA,1999 Toyota CAMRY,excellent,6 cylinders,fwd,gas,10.2767,grey,full-size,automatic,sedan,0,2900,7.972466,1999,19,2.3298793,0,0,0,1,0,0,1,361,6859,105.61056289
507,los angeles,LA westside-southbay,2006 toyota camry solara,Missing,Missing,Missing,gas,12.66718101501465,,,automatic,Missing,0,4000,8.2940493,2006,12,2.5390146,0,0,0,0,0,0,0,144,1728,160.4574748671476
508,los angeles,San Fernando,2004 toyota camry,Missing,Missing,Missing,gas,18.0,,,automatic,Missing,0,3950,8.2814713,2004,14,2.8903718,0,0,0,0,0,0,0,196,2744,324.0
509,los angeles,San Fernando,2014 TOYOTA CAMRY SE SPORT,like new,4 cylinders,fwd,gas,10.3674,white,mid-size,automatic,sedan,1,11995,9.3922453,2014,4,2.3386662,0,0,1,0,0,1,0,16,64,107.48298276
510,los angeles,LA westside-southbay,2012 TOYOTA CAMRY SE,like new,4 cylinders,Missing,gas,11.4512,red,full-size,automatic,sedan,1,9900,9.2002897,2012,6,2.4380946,0,0,1,0,0,1,0,36,216,131.12998144
511,los angeles,central LA,2016 TOYOTA CAMRY SE,like new,4 cylinders,fwd,gas,2.9122,black,full-size,automatic,sedan,0,15999,9.6802816,2016,2,1.0689088,0,0,1,0,0,1,0,4,8,8.48090884
512,los angeles,LA san gabriel,2007 toyota camry,good,6 cylinders,Missing,gas,13.9,white,sub-compact,automatic,sedan,0,6500,8.7795572,2007,11,2.6318889,0,0,0,0,1,0,1,121,1331,193.21
513,los angeles,LA westside-southbay,2004 toyota camry xle,good,Missing,Missing,gas,20.7,silver,,automatic,Missing,0,3500,8.1605186,2004,14,3.0301337,0,1,0,0,1,0,0,196,2744,428.48999999999995
514,los angeles,San Fernando,2007 toyota camry,excellent,Missing,Missing,gas,10.0,,,automatic,Missing,0,5499,8.6123219,2007,11,2.3025851,0,0,0,1,0,0,0,121,1331,100.0
515,los angeles,central LA,2017 toyota camry,like new,4 cylinders,fwd,gas,2.0,black,full-size,automatic,sedan,0,17000,9.7409687,2017,1,0.69314718,0,0,0,0,0,1,0,1,1,4.0
516,los angeles,LA long beach,2004 toyota camry xle,excellent,4 cylinders,Missing,gas,11.5334,,,automatic,Missing,0,5500,8.6125031,2004,14,2.4452472,0,1,0,1,0,0,0,196,2744,133.01931556
517,los angeles,San Fernando,2012 toyota camry LE,like new,4 cylinders,Missing,gas,8.304973602294922,white,,automatic,Missing,0,9490,9.1579943,2012,6,2.1168547,1,0,0,0,0,1,0,36,216,68.97258653481549
518,los angeles,San Fernando,1992 Toyota Camry,good,4 cylinders,fwd,gas,16.8,grey,mid-size,automatic,sedan,0,1500,7.3132205,1992,26,2.8213789,0,0,0,0,1,0,0,676,17576,282.24
520,los angeles,San Fernando,2003 toyota camry,excellent,4 cylinders,Missing,gas,14.08167171478271,white,,automatic,Missing,0,3500,8.1605186,2003,15,2.6448741,0,0,0,1,0,0,0,225,3375,198.29347828291142
521,los angeles,central LA,2009 Toyota Camry,Missing,Missing,Missing,gas,16.45036315917969,,,automatic,Missing,0,8299,9.0238905,2009,9,2.8003476,0,0,0,0,0,0,0,81,729,270.6144480688964
522,los angeles,LA san gabriel,2010 toyota camry le,like new,4 cylinders,Missing,gas,12.0,white,,automatic,sedan,0,7800,8.9618788,2010,8,2.4849067,1,0,0,0,0,1,0,64,512,144.0
523,los angeles,San Fernando,2006 TOYOTA CAMRY SE,Missing,6 cylinders,Missing,gas,16.56,,,automatic,Missing,0,4100,8.3187418,2006,12,2.8069901,0,0,1,0,0,0,1,144,1728,274.23359999999997
524,los angeles,central LA,2004 toyota camry,Missing,Missing,Missing,gas,18.0,,,automatic,Missing,0,3950,8.2814713,2004,14,2.8903718,0,0,0,0,0,0,0,196,2744,324.0
525,los angeles,central LA,2004 toyota camry,good,4 cylinders,fwd,gas,11.6,silver,mid-size,automatic,sedan,0,3800,8.2427559,2004,14,2.451005,0,0,0,0,1,0,0,196,2744,134.56
526,los angeles,San Fernando,2012 toyota camry le,Missing,Missing,Missing,gas,8.304973602294922,,,automatic,Missing,0,8900,9.0938063,2012,6,2.1168547,1,0,0,0,0,0,0,36,216,68.97258653481549
527,los angeles,LA long beach,2005 toyota camry le,Missing,4 cylinders,Missing,gas,19.0,,,automatic,Missing,0,2700,7.9010072,2005,13,2.9444389,1,0,0,0,0,0,0,169,2197,361.0
528,los angeles,LA westside-southbay,2016 TOYOTA CAMRY SE,good,4 cylinders,fwd,gas,6.5467,white,,automatic,sedan,1,14995,9.6154718,2016,2,1.8789611,0,0,1,0,1,0,0,4,8,42.85928089000001
529,los angeles,LA westside-southbay,2015 Toyota Camry,like new,Missing,fwd,gas,1.4319,white,,automatic,sedan,1,16225,9.6943083,2015,3,0.35900223,0,0,0,0,0,1,0,9,27,2.0503376099999997
530,los angeles,LA san gabriel,2001 Toyota Camry le,Missing,Missing,Missing,gas,22.8,,,automatic,Missing,0,1950,7.5755849,2001,17,3.1267605,1,0,0,0,0,0,0,289,4913,519.84
531,los angeles,central LA,1998 toyota camry,Missing,Missing,Missing,gas,16.82425880432129,,,automatic,Missing,0,1900,7.5496092,1998,20,2.8228219,0,0,0,0,0,0,0,400,8000,283.0556843147824
532,los angeles,San Fernando,2002 toyota camry,excellent,Missing,Missing,gas,14.32672119140625,,,automatic,Missing,0,2500,7.8240461,2002,16,2.6621263,0,0,0,1,0,0,0,256,4096,205.25494009628892
533,los angeles,central LA,2009 toyota camry le,excellent,4 cylinders,Missing,gas,8.1,,,automatic,Missing,0,7500,8.922658,2009,9,2.0918641,1,0,0,1,0,0,0,81,729,65.61
535,los angeles,central LA,1996 toyota camry,excellent,Missing,Missing,gas,21.89999961853027,,,automatic,Missing,0,1500,7.3132205,1996,22,3.0864866,0,0,0,1,0,0,0,484,10648,479.60998329162595
536,los angeles,LA long beach,2003 toyota camry,good,4 cylinders,fwd,gas,16.2,black,full-size,automatic,sedan,0,3500,8.1605186,2003,15,2.7850113,0,0,0,0,1,0,0,225,3375,262.44
538,los angeles,LA san gabriel,2007 Toyota Camry,excellent,Missing,Missing,gas,5.3,grey,,automatic,sedan,0,8495,9.0472326,2007,11,1.6677068,0,0,0,1,0,0,0,121,1331,28.09
539,los angeles,central LA,1999 toyota camry,excellent,4 cylinders,fwd,gas,12.4,white,compact,automatic,sedan,0,2300,7.7406645,1999,19,2.5176964,0,0,0,1,0,0,0,361,6859,153.76000000000002
540,los angeles,San Fernando,2014 toyota camry,excellent,4 cylinders,fwd,gas,7.3,white,mid-size,automatic,sedan,0,14900,9.6091166,2014,4,1.9878744,0,0,0,1,0,0,0,16,64,53.29
541,los angeles,central LA,2009 toyota camry,Missing,4 cylinders,Missing,gas,8.1,,,automatic,Missing,0,7500,8.922658,2009,9,2.0918641,0,0,0,0,0,0,0,81,729,65.61
543,los angeles,North LA county,2001 toyota camry,excellent,6 cylinders,Missing,gas,27.0,,,automatic,Missing,0,1500,7.3132205,2001,17,3.2958369,0,0,0,1,0,0,1,289,4913,729.0
545,los angeles,central LA,2012 toyota camry se,excellent,4 cylinders,Missing,gas,8.304973602294922,,,automatic,Missing,0,6800,8.8246775,2012,6,2.1168547,0,0,1,1,0,0,0,36,216,68.97258653481549
546,los angeles,central LA,2008 TOYOTA CAMRY,Missing,Missing,Missing,gas,12.54811191558838,,,automatic,Missing,0,2000,7.6009026,2008,10,2.5295701,0,0,0,0,0,0,0,100,1000,157.4551126461311
547,los angeles,San Fernando,2002 toyota camry,excellent,4 cylinders,Missing,gas,16.1,,,automatic,Missing,0,2700,7.9010072,2002,16,2.7788193,0,0,0,1,0,0,0,256,4096,259.21000000000004
548,los angeles,central LA,2001 Toyota Camry,Missing,Missing,Missing,gas,16.20146942138672,,,automatic,Missing,0,1400,7.2442274,2001,17,2.7851019,0,0,0,0,0,0,0,289,4913,262.4876114121289
